dataset_source,split,paper_id,citation_id,section,citation_context,citation_topic,cited_reference,label_coarse,label2_scicite,classification,classification_rule,classification_method,is_key_citation,source_marker_type
scicite,train,009ecd1da9756a7f050f94d2ed6805aa60f04036,009ecd1da9756a7f050f94d2ed6805aa60f04036>273b620c6f183fc04e9fb62d1d92b3424350f504_0,Methods,"The SR by Bhutta et al (13) was ruled out because it included studies up to 1999, and of the 3 remaining SRs, the 2 most recent were more comprehensive, and of both, the Cochrane
 JPGN Volume 60, Number 4, April 2015
 authorized reproduction of this article is prohibited.
 publication by Lazzerini and Ronfani (14) was chosen because it used GRADE methodology to evaluate the outcome of interest,
 cute diarrhea.
 www.jpgn.org
 Co
 provided more information about the 6 pooled studies for this outcome, and provided as well a more exhaustive assessment of heterogeneity (which was not so high, I2 index 35",,273b620c6f183fc04e9fb62d1d92b3424350f504,method,,methodology,default_method,heuristic_rule_based,False,etAlPhrase
scicite,train,9c7d5b66e09bea888fbe3ddd565e9e47de8ac7b3,9c7d5b66e09bea888fbe3ddd565e9e47de8ac7b3>163d9c3c2b2ce7744cbd4b678245a5cdddd86dc0_4,Discussion,"To that end, the Internet intervention that successfully increased physical activity in the present study and previous research [12] should be administered in a larger RCT that examines the possible secondary effects of increased physical activity on meaningful outcomes for persons with MS.",,163d9c3c2b2ce7744cbd4b678245a5cdddd86dc0,result,,comparison,default_result,heuristic_rule_based,False,explicit
scicite,train,410b3b805ae9b36c8e6433136b7026ec90abc52e,410b3b805ae9b36c8e6433136b7026ec90abc52e>63e258a0588bfbcd82cef228ad619c65c3c97eb7_2,Discussion,"Moreover, recent findings in Drosophila suggest that the Y chromosome has an important role in male fitness and also contributes to adaptive phenotypic variation through a regulatory role of Y-linked polymorphic elements in gene expression (Lemos et al., 2008).",,63e258a0588bfbcd82cef228ad619c65c3c97eb7,result,,comparison,default_result,heuristic_rule_based,True,properNoun
scicite,train,3abe7580a6f59fb831eb474e22db97a6eb06b682,3abe7580a6f59fb831eb474e22db97a6eb06b682>458f4c638322b5e78986e367fb68566b8090c827_1,Some Immediate Applications,"This result was first rigorously proved for the Maxwell type of interaction models by Bobylev, Carrillo and Gamba [12].",,458f4c638322b5e78986e367fb68566b8090c827,result,supportive,comparison,comparison_cue_or_label2,heuristic_rule_based,True,explicit
scicite,test,162d6679433158005102fea88db80b2117940bdc,162d6679433158005102fea88db80b2117940bdc>526ab4add507b2390400593681209e8a4ddd6b48_3,Results,"In this so-called negative subtractive hybridization (NSH) procedure, transcripts that are present in the mRNA pools derived from one or several cellular states but are absent in another specific one are identified by hybridizing representative cDNA pools to each other.",,526ab4add507b2390400593681209e8a4ddd6b48,method,,methodology,default_method,heuristic_rule_based,True,acronym
scicite,train,21c44db71f8965dd970ffa23bcda403fdb306aba,21c44db71f8965dd970ffa23bcda403fdb306aba>7fa4f05dd489b6dd03065069f660c89328337e18_9,Application 2: Symbolic Summation And The Transcendence Of Sequences,"Using the algorithms from Schneider (2016, 2014) or from Section 6 (or enhanced telescoping algorithms from Schneider, 2005a, 2008, 2010c, 2015) we can now compute a basis of V (( f1, . . . , fd), E), and can decide if there exists a g ∈ E and (c1, . . . , cd) ∈Kd \ {0} such that (6.2) holds.",,7fa4f05dd489b6dd03065069f660c89328337e18,method,,methodology,default_method,heuristic_rule_based,False,explicit
scicite,train,370ea6fa2996966b665e24dfa9d5ad8671e4261b,370ea6fa2996966b665e24dfa9d5ad8671e4261b>bbdd4b687760d61ba697b51598dc91c371d0e98f_0,Method,"Stimuli The stimulus figures were the random polygons originally developed by Attneave and Arnoult (1956) and modified by Cooper (1975; Cooper & Podgorny, 1976), with examples shown in Figure 1.",,bbdd4b687760d61ba697b51598dc91c371d0e98f,method,,methodology,default_method,heuristic_rule_based,False,explicit
scicite,train,16681f339847f18291673754483dcd7deadf0cd2,16681f339847f18291673754483dcd7deadf0cd2>35e30404998bc62d0576affc61b19f9a85ea09a9_2,Methods,"…that relates the dependent variable (e.g., hand opening or pointing distance) to physical variations of the target sizes used in the experiment (Bruno & Franz, 2009; Dewar & Carey, 2006; Franz, 2003a,
2003b; Franz, Scharnowski, & Gegenfurtner, 2005; Glover & Dixon, 2002; Schenk et al., 2011).",,35e30404998bc62d0576affc61b19f9a85ea09a9,method,,methodology,default_method,heuristic_rule_based,True,explicit
scicite,train,ca3adf954e8828a1ba0e1223505c193bdfef6fda,ca3adf954e8828a1ba0e1223505c193bdfef6fda>5433b8b066f5303a553945567cadbd34c774e31f_0,Selection,"One way to formulate the genealogical process with selection is through the “Λ-coalescent” [86]; meanwhile, certain aspects have recently been elucidated by considering the properties of noisy travelling waves [87].",,5433b8b066f5303a553945567cadbd34c774e31f,method,,methodology,default_method,heuristic_rule_based,False,explicit
scicite,train,57247582ff2a82454bf6808e26266bdafcbb380c,57247582ff2a82454bf6808e26266bdafcbb380c>e7ff3015265437fb629b6b678ba23bd0df7fd0e9_0,Discussion,"exposure in those IL-6 KO mice and found a significantly higher number of eosinophils in the airway in these mice than in wild-type mice (data not shown), corroborating the observations that were previously published using the OVA model (21, 22).",,e7ff3015265437fb629b6b678ba23bd0df7fd0e9,result,not_supportive,comparison,default_result,heuristic_rule_based,False,explicit
scicite,train,30d854f25a65ab1b4d4fc2295793bc54d8c4e5b0,30d854f25a65ab1b4d4fc2295793bc54d8c4e5b0>5ea6d8fe68c4fc50f7b12f0d866cb19f30957f1e_0,Discussion,"These results are in line with several nested case control studies among survivors of adult cancers, which also demonstrated increased risks of subsequent GI cancer associated with RT as well as linear radiation dose–response relationships for stomach cancer among studies in survivors of testicular cancer [55], Hodgkin lymphoma [56], both testicular cancer and Hodgkin lymphoma [57], and cervical cancer [58], for esophageal cancer among survivors of Hodgkin lymphoma [59] and breast cancer [60], and for pancreatic cancer among Hodgkin lymphoma survivors [61].",,5ea6d8fe68c4fc50f7b12f0d866cb19f30957f1e,result,,comparison,default_result,heuristic_rule_based,True,explicit
scicite,train,7924f19df136dce49adf0802a2cb4f9699867447,7924f19df136dce49adf0802a2cb4f9699867447>84daefdac9e4466ef54854d65893dd462a827a8d_0,Methods,"‚Ä¶double blind crossover pattern separated by 7 days, which has been previously demonstrated to allow suYcient time to ensure that there are no eVects of previous supplementation on subsequent blood hormone and chemical analysis (Brown et al. 1999, 2000b, 2002; King et al. 1999; Earnest et al. 2000).",,84daefdac9e4466ef54854d65893dd462a827a8d,method,,methodology,default_method,heuristic_rule_based,False,explicit
scicite,train,7bd4d852a85a5499d01fb0073de471d0480d0964,7bd4d852a85a5499d01fb0073de471d0480d0964>06e639a3a5bec03e0218014c07d210a0007313af_0,Discussion,"These findings are
similar to the reports of Horswell (1991), and Ugar and Semb (2001), while they differ from the reports of Sandham (1986), Hoening and Schoener (1992), Giannakari (2004), Rajion et al. (2006), and Lima et al. (2009).",,06e639a3a5bec03e0218014c07d210a0007313af,result,supportive,comparison,comparison_cue_or_label2,heuristic_rule_based,True,explicit
scicite,train,6dc81a69befe66d306f855eade48ed93a9fc2b28,6dc81a69befe66d306f855eade48ed93a9fc2b28>f0c372551ab2c123b665bfe9b2998788859b51e9_3,Methods,"The stress-wave velocity of each of these logs was measured using the HM-200 (Fibre-gen, Auckland, New Zealand) resonance-based tool.",,f0c372551ab2c123b665bfe9b2998788859b51e9,method,,methodology,default_method,heuristic_rule_based,True,properNoun
scicite,test,974d0b8c2a12d9bd97aba46d2edd08ddb0f93975,974d0b8c2a12d9bd97aba46d2edd08ddb0f93975>2d297625eb36bae88d16b4d70078faa2f15bec8f_1,Methods,"Briefly, in 935 individuals aged 65–90 years from the Augsburg region spirometric measurements were performed in line with ATS/ERS recommendations [5], and 840 subjects gave their written consent to be contacted to participate in the current sub-study, for which 200 individuals were selected from the upper and lower tails of the FEV1%pred distribution based on reference equations of the lung-healthy population of the Augsburg region [4].",,2d297625eb36bae88d16b4d70078faa2f15bec8f,method,,methodology,default_method,heuristic_rule_based,False,explicit
scicite,train,08b29538d2e03ec786e724eefaccb2745eb5cfeb,08b29538d2e03ec786e724eefaccb2745eb5cfeb>6bfab9fe422d9c2624e59f4c8e0f4fff9c14580e_5,Introduction,"The performance of this method is carried out by examining the Signal to Noise Ratio (SNR) [28, 29].",,6bfab9fe422d9c2624e59f4c8e0f4fff9c14580e,method,,methodology,default_method,heuristic_rule_based,True,explicit
scicite,train,bc103d96366ec97e0dd620894bbb04c8849eb772,bc103d96366ec97e0dd620894bbb04c8849eb772>919a7043506352a11d3bb6fa435081d03381c429_1,1 Introduction,"Two representative software of this type are ssahaSNP (Ning et al., 2001) and PolyBayes (Marth et al., 1999).",,919a7043506352a11d3bb6fa435081d03381c429,method,,methodology,default_method,heuristic_rule_based,False,explicit
scicite,train,d281e8d1efe16d668fdfef4b7f2225d9fec2135e,d281e8d1efe16d668fdfef4b7f2225d9fec2135e>9ea24226d1b1a8e15d6fc9160a2a8f00ebfad2f0_4,Results,"Similar to the results obtained with ECM-susceptible C57BL/6 mice, ECMresistant BALB/c mice demonstrated marked and significant
(P 0.05) increases in vascular P-selectin levels in brain and lung (5.5- and 7.0-fold with P 0.003 and 0.004, respectively) as well as in gastrointestinal tract, heart, muscle, thymus, and pancreas (Table 2).",,9ea24226d1b1a8e15d6fc9160a2a8f00ebfad2f0,result,,comparison,comparison_cue_or_label2,heuristic_rule_based,True,acronym
scicite,train,1c4284bac898d92493f6bdfb81fffbe43bf1b7cb,1c4284bac898d92493f6bdfb81fffbe43bf1b7cb>None_0,Discussion,"When the findings are compared to results obtained for organic strawberries and table grapes by Arce (2010), Cerda et al. (2012) and Cerda et al. (2011), it is evident that the calculated WTPs vary considerably among different types of fruit.",,None,result,supportive,comparison,comparison_cue_or_label2,heuristic_rule_based,False,explicit
scicite,train,78f99a9a83c157c1422b88896bf945606fbacabc,78f99a9a83c157c1422b88896bf945606fbacabc>73ccd6dc25a318819a7eac8b916dbe6cd056f578_0,Discussion,"This result was in accordance with the
 findings that oxidation could impair water-binding in meat (Huff-Lonergan and Lonergan, 2005; Morzel et al., 2006).",,73ccd6dc25a318819a7eac8b916dbe6cd056f578,result,not_supportive,comparison,default_result,heuristic_rule_based,False,explicit
scicite,test,017d9eb123b505b1eade8ecd2382ad93386dc52e,017d9eb123b505b1eade8ecd2382ad93386dc52e>7fc727911151d4a08c40bc05f7fd592f2aa8db27_0,4 Implementation,We discretise the gradient descent equation (6) on a regular grid using finite differences and solve it efficiently using the recently proposed fast explicit diffusion (FED) [6].,,7fc727911151d4a08c40bc05f7fd592f2aa8db27,method,,methodology,default_method,heuristic_rule_based,False,explicit
scicite,train,3211c9483ee359709264929efe9e39c447244eab,3211c9483ee359709264929efe9e39c447244eab>7bd68206f2189aeb32c6ca13545a5e29d1c3629b_0,Discussion,"We found a negative correlation of hyperactivity and BOLD response in the striatal node 1, which is consistent with previous studies in both clinical (2, 20) and nonclinical samples (35).",,7bd68206f2189aeb32c6ca13545a5e29d1c3629b,result,supportive,comparison,comparison_cue_or_label2,heuristic_rule_based,True,explicit
scicite,train,adddd0ce9529962885ae683adb62dae8cda8326d,adddd0ce9529962885ae683adb62dae8cda8326d>f5fcd9be7a115ca1b7ddfc487c8558b4692df7a6_9,Methods,"These strains were transformed with plasmid pME1983 (Gisi et al., 1999), a derivative of pTrc99A (Amersham) carrying the dcmA gene from Methylophilus sp. strain DM11 (Bader & Leisinger, 1994) under IPTG control, and the control plasmid pME1984 carrying the dcmA gene in antisense orientation to the P
trc
promoter.",,f5fcd9be7a115ca1b7ddfc487c8558b4692df7a6,method,,methodology,default_method,heuristic_rule_based,True,acronym
scicite,train,e3c177577ff95608a3a0b1bf158c1f99fa9ad35d,e3c177577ff95608a3a0b1bf158c1f99fa9ad35d>209f08f950db7b65218f92424c840f6760c4d5d0_4,Discussion,"Our results from the constitutive Mecp2 KO mice present the first in vivo verification of a progressive shift in cortical E/I balance favoring inhibition, which is consistent with earlier brain slice studies (Dani et al., 2005; Nelson et al., 2006; Wood et al., 2009; Wood and Shepherd, 2010).",,209f08f950db7b65218f92424c840f6760c4d5d0,result,supportive,comparison,comparison_cue_or_label2,heuristic_rule_based,True,explicit
scicite,train,af9908dd37a787ea9ee93bcc25e2b46783ff5bac,af9908dd37a787ea9ee93bcc25e2b46783ff5bac>917c702a89ed5c8528f92bef9c6ebc7ccc38d5f5_0,Experimental Design,"Serum separated from blood of each animal and analyzed the biochemical parameters such as, Glycosylated hemoglobin [13], Plasma insulin (Boehringer‚ÄìMannheim kit), total protein [14], SGOT [15], SGPT [15] and ALP [16].",,917c702a89ed5c8528f92bef9c6ebc7ccc38d5f5,method,,methodology,default_method,heuristic_rule_based,False,explicit
scicite,train,b9da01a2f8eb36903220c4b6777addc80a74f007,b9da01a2f8eb36903220c4b6777addc80a74f007>315d84e2ff0f948068d6888f00ca716f5c44958c_4,Methods,"This design captured 11,383,697 bp within the non-recombining malespecific Y-chromosome, consistent with regions genotyped by previous Y sequencing studies [41] and the Y positions placed on the phylogenetic tree by the Y Chromosome Consortium [28].",,315d84e2ff0f948068d6888f00ca716f5c44958c,method,,methodology,default_method,heuristic_rule_based,True,explicit
scicite,test,6dad105d0603c319734a0e4562c419ebca9016e0,6dad105d0603c319734a0e4562c419ebca9016e0>720e8bee4567f5251de104d62e1725204b558148_4,Methods,"In prior studies of symptomatic patients, the risk of recrudescence at 28 days was 35% with SP in Kampala [21], and 18% with AQ+SP [22] and 0.3% with DP in Tororo [23].",,720e8bee4567f5251de104d62e1725204b558148,method,,methodology,default_method,heuristic_rule_based,False,properNoun
scicite,train,6b68d0948e1cda3457cdcd94ccc9540f988f08ca,6b68d0948e1cda3457cdcd94ccc9540f988f08ca>f865cad3b24ef621d27922e86f96837d6235ff8e_10,Yeast Two-Hybrid Screening,"western blots were developed with Odyssey CLx Infrared Imaging Systems (LI-COR, USA) [42, 60, 61].",,f865cad3b24ef621d27922e86f96837d6235ff8e,method,,methodology,default_method,heuristic_rule_based,True,explicit
scicite,train,727620e57b933d3af9d36be18f5ce82b3d7f1de5,727620e57b933d3af9d36be18f5ce82b3d7f1de5>685d8020e2f8a97766247563cb93e994016f3fd1_1,4 Results,This calculation is in accordance with the contributions estimated by Greenwood et al. (1997) and Luttmer (2007).,,685d8020e2f8a97766247563cb93e994016f3fd1,result,,comparison,default_result,heuristic_rule_based,True,explicit
scicite,train,09923eda904e6422149f61629659b7589e0e1830,09923eda904e6422149f61629659b7589e0e1830>2969b47b4dff0000f4c81c2987cebe4d9ec5665a_0,Discussion,"Our results are in accord with those of previous studies of postnatal craniofacial growth in Saimiri
 (Corner and Richtsmeier, 1992).",,2969b47b4dff0000f4c81c2987cebe4d9ec5665a,result,not_supportive,comparison,default_result,heuristic_rule_based,False,explicit
scicite,test,18a6e6da11b124d005d42d931db6e7c70d4a224c,18a6e6da11b124d005d42d931db6e7c70d4a224c>58e2816e8695a754beb28704d540f477de3c84b6_1,Methods,"Nitrosoguanidine mutagenesis and isolation of mutants
The mutagenesis process was carried out as described previously (Eslava et al. 1975).",,58e2816e8695a754beb28704d540f477de3c84b6,method,,methodology,default_method,heuristic_rule_based,False,explicit
scicite,train,eb948160e1dc8574b80f85f5b19854ad5cb17422,eb948160e1dc8574b80f85f5b19854ad5cb17422>581e4e1cc17a11ad8469b353ba73e0f2f3eb45fb_0,5 Experiments,"We evaluate the performance of our approach on three public datasets: UTKinect-Action [Xia et al. 2012], MSR-Action3D [Li et al. 2010] and Florence3D-Action [Seidenari et al. 2013].",,581e4e1cc17a11ad8469b353ba73e0f2f3eb45fb,method,,methodology,default_method,heuristic_rule_based,False,explicit
scicite,train,48efd0b4da7649dc865f6ea10a54e78004bb6b0a,48efd0b4da7649dc865f6ea10a54e78004bb6b0a>5e9bdbeb12fb3d726cc5f6caaa0bb85e4319644e_2,Discussion,"Coinciding with our results, it has been previously reported that i.p. injections of β-glucan reduced IFN-γ production induced by concanavalin A in mice (Pelizon et al., 2003).",,5e9bdbeb12fb3d726cc5f6caaa0bb85e4319644e,result,,comparison,default_result,heuristic_rule_based,False,explicit
scicite,train,11d3014aacdecd64e60b32285d4991e6b84ac00f,11d3014aacdecd64e60b32285d4991e6b84ac00f>51d3458450b170a6db92f2476343274737ccc117_0,Methods,The estimation of glomerular function by this formula may be superior to that based on creatinine clearance in children (20).,,51d3458450b170a6db92f2476343274737ccc117,method,,methodology,default_method,heuristic_rule_based,False,explicit
scicite,train,4fabc83c0c87c5c5fa2bacb9aa8f9308c15614aa,4fabc83c0c87c5c5fa2bacb9aa8f9308c15614aa>d73b8e247c9fa3502bd3e27d3228549b2ad54dfd_0,Methods,"Participants were monitored for deaths and hospital admissions using the Western Australian Data Linkage System.9
 For the present study, we excluded men with missing information on key variables (n=54); those with extreme SBP values (<80 or >250 mm Hg; n=6); those with a history of heart disease (n=3419) or stroke (n=1735) at baseline, to limit the effect of reverse causality; and those with an abdominal aortic aneurysm (‚â•30 mm in diameter) identified at screening (n=875) because these individuals are likely to have received medical intervention to address their risk of a major vascular event.",,d73b8e247c9fa3502bd3e27d3228549b2ad54dfd,method,,methodology,default_method,heuristic_rule_based,False,properNoun
scicite,dev,ada601f3fa2af1280cf4fb6e2c06fff76ec31285,ada601f3fa2af1280cf4fb6e2c06fff76ec31285>6cca6511726a96cee7b97d48568c1777a3f4ab17_1,Methods,"The filtered sample was analyzed by an Alkem 3000 Phosphorus analyzer (Alpkem, OI Analytical, TX, USA) using the USEPA method 365.1 (USEPA, 1984) by the molybdate blue colorimetric approach (Fiske and Subbarow 1925).",,6cca6511726a96cee7b97d48568c1777a3f4ab17,method,,methodology,default_method,heuristic_rule_based,True,explicit
scicite,train,7a127168d23c4bf7ab4ad34afcf70dd90266e426,7a127168d23c4bf7ab4ad34afcf70dd90266e426>970c6cacc40e46aadec1dc0b4270b01f9d915359_3,8 Alternative Approaches,"Additionally, we compare our results with the Mixed-Integer Evolution Strategy (MIES) (Li et al., 2013).",,970c6cacc40e46aadec1dc0b4270b01f9d915359,result,supportive,comparison,comparison_cue_or_label2,heuristic_rule_based,True,explicit
scicite,train,cb9ad487daf41b9b17888877f105b3c3608374c8,cb9ad487daf41b9b17888877f105b3c3608374c8>87b87427fcc090232f1a0a3d3eca6205b5d2e1cf_0,Discussion,"These results reinforce literature data (Dantas et al., 1999; Ibusuki and Minamishima, 1990) demonstrating the ability of CV to increase NK cells activity.",,87b87427fcc090232f1a0a3d3eca6205b5d2e1cf,result,supportive,comparison,comparison_cue_or_label2,heuristic_rule_based,False,explicit
scicite,train,d02e51400b4ec0128aea6f218bda955f5b652784,d02e51400b4ec0128aea6f218bda955f5b652784>4dc8609c62199a74f12146bdcc4e87536aeb22d9_0,Introduction,"[11] have examined textile electrodes properties, comparing them with standard Ag-AgCl electrodes using evaluation of human surface ECG.",,4dc8609c62199a74f12146bdcc4e87536aeb22d9,method,,methodology,default_method,heuristic_rule_based,False,explicit
scicite,test,d429ec26fa0c9d7bcb427bd485a6ae042add26cc,d429ec26fa0c9d7bcb427bd485a6ae042add26cc>f312cafe1f602810d79b556f704cde22600a81fe_0,Discussion,"Our observation is different from the results reported by others (20,21) who found that D-CPPs had higher cellular uptake than L-CPPs, although no biological functional cargo was used in their study.",,f312cafe1f602810d79b556f704cde22600a81fe,result,not_supportive,comparison,default_result,heuristic_rule_based,False,explicit
scicite,train,48793a345eacc733e0e3dd51cb0cafd56baf101f,48793a345eacc733e0e3dd51cb0cafd56baf101f>990f0494d4f46e43bdb76415e8524ce591902792_2,Discussion And Conclusion,"We also suggest that our MP framework is a more accurate depiction of epidemiological findings supporting the core group hypothesis (Rothenberg 1983; Potterat et al. 1985; Zenilman et al. 1999; Bernstein et al. 2004), and resolves some of the prior ambiguity about what constitutes the core group for STI transmission (Thomas & Tucker 1996).",,990f0494d4f46e43bdb76415e8524ce591902792,result,supportive,comparison,comparison_cue_or_label2,heuristic_rule_based,True,explicit
scicite,dev,ad708977e55cb200c5bfd95a3c6fe3257db83cfe,ad708977e55cb200c5bfd95a3c6fe3257db83cfe>df06bc557cd805407a0fbdcfb4f2b0de89cd1eb9_0,Materials And Methods,The boundaries of ITS-1 and ITS-2 regions were determined by comparison with earlier known sequences of rDNA (Vigna radiata) (Goel et al. 2002) and unpublished sequences of Cicer arietinum (EMBL format accession number AJ237698) downloaded from NCBI (National Centre For Biotechnology)…,,df06bc557cd805407a0fbdcfb4f2b0de89cd1eb9,method,,methodology,default_method,heuristic_rule_based,False,explicit
scicite,test,3cf9c7cd259a356839f42ecf143af3a8f6ef8b54,3cf9c7cd259a356839f42ecf143af3a8f6ef8b54>74cbd6d0eeb051b036f806d8a86c3a85859f9d7d_0,Discussion,"Additionally, no sex differences were detected in the present study, which is consistent with previous data collected in men and women (Ditzen et al., 2009; Theodoridou et al., 2009).",,74cbd6d0eeb051b036f806d8a86c3a85859f9d7d,result,supportive,comparison,comparison_cue_or_label2,heuristic_rule_based,False,explicit
scicite,train,03570bbc50472f5e88fa08bdfc1a784feb2a380c,03570bbc50472f5e88fa08bdfc1a784feb2a380c>90f4a12c14c9873c5cfe7f7b531588da6cd1975d_0,Discussion,"These results are in accordance with the ones previously reported by Al-Moslih and Al-Huraibi [22] from Yamen, where the majority of the reported cases were chronic and the number of acute cases was 19.",,90f4a12c14c9873c5cfe7f7b531588da6cd1975d,result,not_supportive,comparison,default_result,heuristic_rule_based,False,explicit
scicite,test,3f5d8ad1dd96a4e837aec09d32efecd230e53ccb,3f5d8ad1dd96a4e837aec09d32efecd230e53ccb>None_0,Discussion,"This agrees with the results obtained for the same species in the Guadalete River (southern Spain) (Rodrƒ±ÃÅguez-Ruiz, 1992), where the highest fish condition was observed in the upper sampling sites with the lowest water conductivity.",,None,result,,comparison,default_result,heuristic_rule_based,False,properNoun
scicite,test,ededf3e69f78a9e878565cffd0193cd0aaf3a551,ededf3e69f78a9e878565cffd0193cd0aaf3a551>202c1ea2caebe3a0c326c368cced3f8abaa3e53d_0,Discussion,"Such results are consistent with reports demonstrating that: sexually na√Øve estrous females will choose a male over a female [19,22], OVX females given estradiol benzoate alone will also choose a male [22], and that partner preference in hormone-primed females exists prior to sexual experience [23].",,202c1ea2caebe3a0c326c368cced3f8abaa3e53d,result,supportive,comparison,comparison_cue_or_label2,heuristic_rule_based,False,explicit
scicite,train,7924f19df136dce49adf0802a2cb4f9699867447,7924f19df136dce49adf0802a2cb4f9699867447>84daefdac9e4466ef54854d65893dd462a827a8d_3,Methods,"…double blind crossover pattern separated by 7 days, which has been previously demonstrated to allow suYcient time to ensure that there are no eVects of previous supplementation on subsequent blood hormone and chemical analysis (Brown et al. 1999, 2000b, 2002; King et al. 1999; Earnest et al. 2000).",,84daefdac9e4466ef54854d65893dd462a827a8d,method,,methodology,default_method,heuristic_rule_based,True,explicit
scicite,train,3d69be9a5bea092c8afde1e31595bab854cef38a,3d69be9a5bea092c8afde1e31595bab854cef38a>2537c29f4dc561d2210016de6a59909ce9b72558_0,3. Methodology,"Actual estimations performed in this study–whose results are reported in the next sections—employ analysis in R, following a set of instructions provided by Penn State [32].",,2537c29f4dc561d2210016de6a59909ce9b72558,method,,methodology,default_method,heuristic_rule_based,False,explicit
scicite,train,1009d0f249e8359e66c8705c8e935edb6f4b808c,1009d0f249e8359e66c8705c8e935edb6f4b808c>3b0c44b7324de5aaaabcbdeda394aa6307c2fa70_0,Methods,"Genes coding for proteins with the GG(D/E)EF and E(A/V)L sequence motifs were identified with PSI-BLAST [38] using reference sequences available at NCBI Gene Entrez [39] [See Additional file 1], against the three K. pneumoniae genomes.",,3b0c44b7324de5aaaabcbdeda394aa6307c2fa70,method,,methodology,default_method,heuristic_rule_based,False,properNoun
scicite,test,556c32a87f17435651a3f3d126bd25450338629f,556c32a87f17435651a3f3d126bd25450338629f>9d2ea884a8103ad756e9a743fab9cf2f95f054da_0,Methods,"P values were corrected for multiple testing using Benjamini-Hochberg’s method (false discovery rate) (Benjamini and Hochberg, 1995; Reiner
et al., 2003).",,9d2ea884a8103ad756e9a743fab9cf2f95f054da,method,,methodology,default_method,heuristic_rule_based,False,explicit
scicite,train,1abef0b8feb3dbc47f8f11bfc64aa41fb9e9a8d4,1abef0b8feb3dbc47f8f11bfc64aa41fb9e9a8d4>2b58940453d91cb86a6e5129ffdc7e87aff660ab_10,Methods,"Maternities were assigned by field observation, and molecular parentage analysis was used to infer paternities (detailed description of methods in Morrissey et al. 2007).",,2b58940453d91cb86a6e5129ffdc7e87aff660ab,method,,methodology,default_method,heuristic_rule_based,True,explicit
scicite,train,190892a4c2e74abb6d14f4974f21c4fe62c8d7e5,190892a4c2e74abb6d14f4974f21c4fe62c8d7e5>fc91ccc539d1d2b761860549bf58f8f875182c1b_2,Dna Substrates,"Unlabeled DNA substrates containing consensus 12-RSS, 23-RSS, Hox11 or non-specific DNA sequences (DAR81/82) were prepared from oligonucleotides described previously [11,24].",,fc91ccc539d1d2b761860549bf58f8f875182c1b,method,,methodology,default_method,heuristic_rule_based,False,explicit
scicite,dev,7e78f395bf71fcebf34165f0b4320cad221ffb3b,7e78f395bf71fcebf34165f0b4320cad221ffb3b>80a95a43a98aa670275c10f81b99ba780a66c238_0,Implementation,"To further explore the framework the EU4ALL project has attempted to illustrate its operation with two different systems and sites: the Moodle VLE [8] used by the Open University in the UK, and the dotLRN VLE used by Universidad Nacional de Educaci√≥n a Distancia (UNED), in Spain [9].",,80a95a43a98aa670275c10f81b99ba780a66c238,method,,methodology,default_method,heuristic_rule_based,False,explicit
scicite,train,5f22676674d5ae3d8b8b7d8eb2e4d7cb58204923,5f22676674d5ae3d8b8b7d8eb2e4d7cb58204923>4a1022ee47d199d66dfa55378766d2a3af880567_3,Alternative Measures Of Religiosity-Spirituality And Alcohol Use,", 2009), it has been infrequently used in alcohol research (Johnson & Robinson, 2008), despite some notable exceptions (Krentzman et al., 2013; Robinson et al., 2007; 2011).",,4a1022ee47d199d66dfa55378766d2a3af880567,method,,methodology,default_method,heuristic_rule_based,True,explicit
scicite,train,3fff3c1b322a5d07d9e76c3efcccdda922640649,3fff3c1b322a5d07d9e76c3efcccdda922640649>0ca6d0d37256378d2bb68e1350d0f3e95844f76c_0,Methods,"8) on the MMSE), diagnosed with amnestic MCI based on the Petersen criteria (Petersen et al. 1999); and 16 CN subjects (mean age 73(9) years; mean score 29.",,0ca6d0d37256378d2bb68e1350d0f3e95844f76c,method,,methodology,default_method,heuristic_rule_based,False,explicit
scicite,test,20f737378f921d22820391e655be53b37a84ceb3,20f737378f921d22820391e655be53b37a84ceb3>82ab90e40009ef6f4d59d75ffa464937b849341b_0,Methods,"Tubulointerstital and vascular damage was assessed on PASstained paraffin sections at a magnification of 100 using similar semiquantitative scoring systems [3, 26].",,82ab90e40009ef6f4d59d75ffa464937b849341b,method,,methodology,default_method,heuristic_rule_based,False,explicit
scicite,train,3edfbd82cb41288a9f6081b7e523bc0067932700,3edfbd82cb41288a9f6081b7e523bc0067932700>23600edff3b249b55369754adb515a31a08288e0_10,Discussion,"The results for veridical recall replicated previous results in the literature (Bal-
lardini et al., 2008; McDermott & Watson, 2001), with the average recall of studied words increas-
ing monotonically as SOA increased.",,23600edff3b249b55369754adb515a31a08288e0,result,,comparison,default_result,heuristic_rule_based,True,explicit
scicite,test,3d4e38e26190bfdf0965b5676355f1016631645e,3d4e38e26190bfdf0965b5676355f1016631645e>387c7a7314e8bc2a8d50741c95aa4e0859719cf7_4,Results,"5 lg g 1 dry weight of total carotenoids, which was comparable with the levels reported by other groups for this potato cultivar (Ducreux et al., 2005; Diretto et al., 2007).",,387c7a7314e8bc2a8d50741c95aa4e0859719cf7,result,supportive,comparison,comparison_cue_or_label2,heuristic_rule_based,True,explicit
