paper_id,citation_id,section,in_text_marker,cited_ref_number,cited_reference,classification,citation_context,citation_topic
algorithms-19-00612,algorithms-19-00612-C067,4. Data Collection and Preparation,[45],45,"Mifrah, S. Toward a Semantic Graph of Scientific Publications: A Bibliometric Study. Int. J. Adv. Trends Comput. Sci. Eng. 2020, 9, 3323-3330.",background,"The empirical foundation of this study relies on a large-scale, high-quality corpus that enables both linguistic and scientometric analyses of citation behavior [45].",need for a large-scale corpus for citation behavior analysis
algorithms-19-00612,algorithms-19-00612-C068,4. Data Collection and Preparation,"[8,46]",8,"Faerber, M.; Jatowt, A. Citation recommendation: Approaches and datasets. Int. J. Digit. Libr. 2020, 21, 375-405.",critique,"Existing datasets such as CiteSeerX and ACL Anthology remain limited by their restricted disciplinary coverage and incomplete linkage between textual and bibliographic information [8,46].",limitations of CiteSeerX/ACL Anthology datasets
algorithms-19-00612,algorithms-19-00612-C069,4. Data Collection and Preparation,"[8,46]",46,"Mifrah, S.; Ben Lahmar, E.H. Semantico-automatic Evaluation of Scientific Papers: State of the Art. BDCA 2017.",critique,"Existing datasets such as CiteSeerX and ACL Anthology remain limited by their restricted disciplinary coverage and incomplete linkage between textual and bibliographic information [8,46].",limitations of CiteSeerX/ACL Anthology datasets
algorithms-19-00612,algorithms-19-00612-C070,4. Data Collection and Preparation,"[7,28]",7,"Shui, Z.; Karypis, P.; Karls, D.S.; Wen, M.; Manchanda, S.; Tadmor, E.B.; Karypis, G. Fine-Tuning Language Models on Multiple Datasets for Citation Intention Classification. arXiv 2024, arXiv:2410.13332.",critique,"Similarly, the absence of unified metadata structures has long constrained the reproducibility and comparability of contextual citation models [7,28].",lack of unified metadata limiting reproducibility of citation models
algorithms-19-00612,algorithms-19-00612-C071,4. Data Collection and Preparation,"[7,28]",28,"Jeong, C.; Jang, S.; Shin, H.; Park, E.; Choi, S. A Context-Aware Citation Recommendation Model with BERT and Graph Convolutional Networks. arXiv 2019, arXiv:1903.06464.",critique,"Similarly, the absence of unified metadata structures has long constrained the reproducibility and comparability of contextual citation models [7,28].",lack of unified metadata limiting reproducibility of citation models
algorithms-19-00612,algorithms-19-00612-C072,4. Data Collection and Preparation,[2],2,"Barchane, M.; Zahour, O. Assessing the Quality of Scientific Publications: A Thorough Analysis of Citation-Based and Content-Oriented Metrics for Evaluating Research Impact and Scholarly Contribution. Math. Model. Comput. 2025, 12, 1109-1120.",background,"This design is consistent with the methodological principles established in [2], where the integration of textual content and bibliometric data was identified as a prerequisite for reliable scientometric modeling.",prior work's principle of integrating text and bibliometric data
algorithms-19-00612,algorithms-19-00612-C073,4. Data Collection and Preparation,[27],27,"Saier, T.; Krause, J.; Faerber, M. unarXive 2022: All arXiv Publications Pre-Processed for NLP, Including Structured Full-Text and Citation Network. arXiv 2023, arXiv:2303.14957.",usage,"To address this requirement, we adopted the unarXive 2022 dataset, introduced by [27], as the principal source for corpus construction.",unarXive 2022 dataset directly used as the study's corpus
algorithms-19-00612,algorithms-19-00612-C074,4. Data Collection and Preparation,[47],47,"Lo, K.; Wang, L.L.; Neumann, M.; Kinney, R.; Weld, D. S2ORC: The Semantic Scholar Open Research Corpus. ACL 2020, pp. 4969-4983.",comparison,"Such an architecture aligns with the objectives of corpora such as S2ORC [47] and SciLens [25], while offering stronger disciplinary breadth and greater citation-network completeness.",comparison with S2ORC corpus design
algorithms-19-00612,algorithms-19-00612-C075,4. Data Collection and Preparation,[25],25,"Smeros, P.; Castillo, C.; Aberer, K. SciLens: Evaluating the Quality of Scientific News Articles Using Social Media and Scientific Literature Indicators. WWW 2019, pp. 1747-1758.",comparison,"Such an architecture aligns with the objectives of corpora such as S2ORC [47] and SciLens [25], while offering stronger disciplinary breadth and greater citation-network completeness.",comparison with SciLens corpus design
algorithms-19-00612,algorithms-19-00612-C076,4. Data Collection and Preparation,[48],48,"Hourrane, O.; Mifrah, S.; Benlahmar, E.H.; Bouhriz, N.; Rachdi, M. Using Deep Learning Word Embeddings for Citations Similarity in Academic Papers. Big Data, Cloud and Applications 2018, pp. 185-196.",background,"This adaptive strategy produces coherent citation contexts while remaining robust to the fragmented sentence structures frequently encountered in scientific documents containing LaTeX equations and formatting artifacts, thereby providing informative inputs for downstream citation intent classification [48].",informative citation-context inputs for downstream classification
algorithms-19-00612,algorithms-19-00612-C077,4. Data Collection and Preparation,[4],4,"Cohan, A.; Ammar, W.; van Zuylen, M.; Cady, F. Structural Scaffolds for Citation Intent Classification in Scientific Publications. NAACL-HLT 2019, pp. 3586-3596.",comparison,This preprocessing step generates informative inputs for the subsequent citation intent classification model and approximates the citation contexts used in benchmark datasets such as SciCite [4].,comparison with SciCite benchmark citation-context format
algorithms-19-00612,algorithms-19-00612-C078,5. Analytical Formulation of the Exponentially Weighted Borda Ensemble,"[2,18,44]",2,"Barchane, M.; Zahour, O. Assessing the Quality of Scientific Publications: A Thorough Analysis of Citation-Based and Content-Oriented Metrics for Evaluating Research Impact and Scholarly Contribution. Math. Model. Comput. 2025, 12, 1109-1120.",methodology,"This ensemble ensures interpretability and robustness by combining exponential ranking sensitivity with a deterministic tie-breaking strategy based on empirically informed model priorities [2,18,44].",basis for the deterministic tie-breaking / model priority design
algorithms-19-00612,algorithms-19-00612-C079,5. Analytical Formulation of the Exponentially Weighted Borda Ensemble,"[2,18,44]",18,"Fox, N.B.; Bruyns, B. An Evaluation of Borda Count Variations Using Ranked Choice Voting Data. arXiv 2025, arXiv:2501.00618.",methodology,"This ensemble ensures interpretability and robustness by combining exponential ranking sensitivity with a deterministic tie-breaking strategy based on empirically informed model priorities [2,18,44].",basis for the deterministic tie-breaking / model priority design
algorithms-19-00612,algorithms-19-00612-C080,5. Analytical Formulation of the Exponentially Weighted Borda Ensemble,"[2,18,44]",44,"Aydin, O.; Karaarslan, E.; Erenay, F.S.; Bacanin, N. Generative AI in Academic Writing: A Comparison of DeepSeek, Qwen, ChatGPT, Gemini, Llama, Mistral, and Gemma. Turk. J. Eng. 2025, 10, 592-607.",methodology,"This ensemble ensures interpretability and robustness by combining exponential ranking sensitivity with a deterministic tie-breaking strategy based on empirically informed model priorities [2,18,44].",basis for the deterministic tie-breaking / model priority design
algorithms-19-00612,algorithms-19-00612-C081,5. Analytical Formulation of the Exponentially Weighted Borda Ensemble,"[7,8]",7,"Shui, Z.; Karypis, P.; Karls, D.S.; Wen, M.; Manchanda, S.; Tadmor, E.B.; Karypis, G. Fine-Tuning Language Models on Multiple Datasets for Citation Intention Classification. arXiv 2024, arXiv:2410.13332.",methodology,"The system applies an exponential weighting function, wk = e^gamma(n-k), to amplify the influence of top-ranked predictions while gradually reducing the contribution of lower-ranked ones [7,8].",rationale for amplifying top-ranked predictions in weighting function
algorithms-19-00612,algorithms-19-00612-C082,5. Analytical Formulation of the Exponentially Weighted Borda Ensemble,"[7,8]",8,"Faerber, M.; Jatowt, A. Citation recommendation: Approaches and datasets. Int. J. Digit. Libr. 2020, 21, 375-405.",methodology,"The system applies an exponential weighting function, wk = e^gamma(n-k), to amplify the influence of top-ranked predictions while gradually reducing the contribution of lower-ranked ones [7,8].",rationale for amplifying top-ranked predictions in weighting function
algorithms-19-00612,algorithms-19-00612-C083,5. Analytical Formulation of the Exponentially Weighted Borda Ensemble,"[15,21]",15,"Li, W.; Li, J.; Ma, W.; Liu, Y. Citation-Enhanced Generation for LLM-based Chatbots. ACL 2024, pp. 1451-1466.",background,"Aggregated scores across models produce a global relevance value S(c) for each label [15,21].",aggregated relevance scoring across models
algorithms-19-00612,algorithms-19-00612-C084,5. Analytical Formulation of the Exponentially Weighted Borda Ensemble,"[15,21]",21,"Koloveas, P.; Chatzopoulos, S.; Vergoulis, T.; Tryfonopoulos, C. Can LLMs Predict Citation Intent? An Experimental Analysis of In-Context Learning and Fine-Tuning on Open LLMs. Linking Theory and Practice of Digital Libraries 2025, pp. 207-224.",background,"Aggregated scores across models produce a global relevance value S(c) for each label [15,21].",aggregated relevance scoring across models
algorithms-19-00612,algorithms-19-00612-C085,5. Analytical Formulation of the Exponentially Weighted Borda Ensemble,"[14,44]",14,"Huang, J.; Chang, K.C.C. Citation: A Key to Building Responsible and Accountable Large Language Models. arXiv 2024, arXiv:2307.02185.",background,"the ensemble uses a fixed model-priority hierarchy (Gemma > LLaMA > Mistral), complemented by the average rank R(c) and the first-rank frequency F(c) [14,44].",combining quantitative evidence with model reliability priority
algorithms-19-00612,algorithms-19-00612-C086,5. Analytical Formulation of the Exponentially Weighted Borda Ensemble,"[14,44]",44,"Aydin, O.; Karaarslan, E.; Erenay, F.S.; Bacanin, N. Generative AI in Academic Writing: A Comparison of DeepSeek, Qwen, ChatGPT, Gemini, Llama, Mistral, and Gemma. Turk. J. Eng. 2025, 10, 592-607.",background,"the ensemble uses a fixed model-priority hierarchy (Gemma > LLaMA > Mistral), complemented by the average rank R(c) and the first-rank frequency F(c) [14,44].",combining quantitative evidence with model reliability priority
algorithms-19-00612,algorithms-19-00612-C087,5. Analytical Formulation of the Exponentially Weighted Borda Ensemble,"[20,25]",20,"Sana, S.; Brous, D.; Wells, M.T.; Duchin, M. Quantitative Relaxations of Arrow's Axioms. arXiv 2025, arXiv:2506.12961.",background,"This multi-layered mechanism ensures that the final label ŷ(x) reflects both the quantitative evidence and the qualitative reliability of the contributing models [20,25].",quantitative vs. qualitative reliability of contributing models
algorithms-19-00612,algorithms-19-00612-C088,5. Analytical Formulation of the Exponentially Weighted Borda Ensemble,"[20,25]",25,"Smeros, P.; Castillo, C.; Aberer, K. SciLens: Evaluating the Quality of Scientific News Articles Using Social Media and Scientific Literature Indicators. WWW 2019, pp. 1747-1758.",background,"This multi-layered mechanism ensures that the final label ŷ(x) reflects both the quantitative evidence and the qualitative reliability of the contributing models [20,25].",quantitative vs. qualitative reliability of contributing models
algorithms-19-00612,algorithms-19-00612-C089,5. Analytical Formulation of the Exponentially Weighted Borda Ensemble,"[3,50,51]",3,"Paolini, L.; Vahdati, S.; Di Iorio, A.; Wardenga, R.; Heibi, I.; Peroni, S. ""Why do you cite?"" An investigation on Citation Intents and Decision-Making Classification Processes. arXiv 2024, arXiv:2407.13329.",background,"The ensemble also outputs a normalized confidence score Conf(x), providing a clear measure of certainty [3,50,51].",confidence/certainty scoring in classification systems
algorithms-19-00612,algorithms-19-00612-C090,5. Analytical Formulation of the Exponentially Weighted Borda Ensemble,"[3,50,51]",50,"Belefqih, S.; Barchane, M.; Zellou, A.; Doumi, K.; Benlahmar, E. Reinforcement Learning for Dynamic RDF Schema Evolution in NoSQL Databases. SITA 2025, pp. 1-6.",background,"The ensemble also outputs a normalized confidence score Conf(x), providing a clear measure of certainty [3,50,51].",confidence/certainty scoring in classification systems
algorithms-19-00612,algorithms-19-00612-C091,5. Analytical Formulation of the Exponentially Weighted Borda Ensemble,"[3,50,51]",51,"Belefqih, S.; Barchane, M.; Zellou, A.; Benlahmar, E.H. Schema validation and evaluation framework for extracted schemas in JSON databases. Sci. Rep. 2026, 16, 10873.",background,"The ensemble also outputs a normalized confidence score Conf(x), providing a clear measure of certainty [3,50,51].",confidence/certainty scoring in classification systems
algorithms-19-00612,algorithms-19-00612-C092,5. Analytical Formulation of the Exponentially Weighted Borda Ensemble,[49],49,"Belefqih, S.; Barchane, M.; Zellou, A.; Benlahmar, E.H. A Novel Framework for RDF Schema Extraction in NoSQL Databases Using Sentence-BERT. IEEE Access 2025, 13, 88243-88252.",comparison,"this formulation is consistent with recent advances in semantic representation and structured knowledge extraction, where contextual embedding methods have been shown to improve semantic coherence and interoperability in complex data environments [49].",contextual embeddings improving semantic coherence (authors' own prior work)
algorithms-19-00612,algorithms-19-00612-C093,5. Analytical Formulation of the Exponentially Weighted Borda Ensemble,"[7,18]",7,"Shui, Z.; Karypis, P.; Karls, D.S.; Wen, M.; Manchanda, S.; Tadmor, E.B.; Karypis, G. Fine-Tuning Language Models on Multiple Datasets for Citation Intention Classification. arXiv 2024, arXiv:2410.13332.",background,"Figure 5 presents the overall workflow of the exponentially weighted Borda ensemble [7,18], while Figure 6 illustrates the exponential weighting curve [2,11].",workflow diagram basis for the Borda ensemble
algorithms-19-00612,algorithms-19-00612-C094,5. Analytical Formulation of the Exponentially Weighted Borda Ensemble,"[7,18]",18,"Fox, N.B.; Bruyns, B. An Evaluation of Borda Count Variations Using Ranked Choice Voting Data. arXiv 2025, arXiv:2501.00618.",background,"Figure 5 presents the overall workflow of the exponentially weighted Borda ensemble [7,18], while Figure 6 illustrates the exponential weighting curve [2,11].",workflow diagram basis for the Borda ensemble
algorithms-19-00612,algorithms-19-00612-C095,5. Analytical Formulation of the Exponentially Weighted Borda Ensemble,"[2,11]",2,"Barchane, M.; Zahour, O. Assessing the Quality of Scientific Publications: A Thorough Analysis of Citation-Based and Content-Oriented Metrics for Evaluating Research Impact and Scholarly Contribution. Math. Model. Comput. 2025, 12, 1109-1120.",background,"Figure 5 presents the overall workflow of the exponentially weighted Borda ensemble [7,18], while Figure 6 illustrates the exponential weighting curve [2,11].",basis for the exponential weighting curve figure
algorithms-19-00612,algorithms-19-00612-C096,5. Analytical Formulation of the Exponentially Weighted Borda Ensemble,"[2,11]",11,"Rogers, A.; Kovaleva, O.; Rumshisky, A. A Primer in BERTology: What we know about how BERT works. arXiv 2020, arXiv:2002.12327.",background,"Figure 5 presents the overall workflow of the exponentially weighted Borda ensemble [7,18], while Figure 6 illustrates the exponential weighting curve [2,11].",basis for the exponential weighting curve figure
algorithms-19-00612,algorithms-19-00612-C097,5. Analytical Formulation of the Exponentially Weighted Borda Ensemble,"[10,22]",10,"Devlin, J.; Chang, M.W.; Lee, K.; Toutanova, K. BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding. arXiv 2019, arXiv:1810.04805.",background,"This design mirrors human decision-making, stabilizes inter-model voting, and makes each ranked position's contribution explicit and traceable [10,22].",explicit/traceable contribution of ranked positions
algorithms-19-00612,algorithms-19-00612-C098,5. Analytical Formulation of the Exponentially Weighted Borda Ensemble,"[10,22]",22,"Bezerra, D.A.; Silva, F.N.; Amancio, D.R. Leveraging GANs for citation intent classification and its impact on citation network analysis. arXiv 2025, arXiv:2505.21162.",background,"This design mirrors human decision-making, stabilizes inter-model voting, and makes each ranked position's contribution explicit and traceable [10,22].",explicit/traceable contribution of ranked positions
algorithms-19-00612,algorithms-19-00612-C099,6. Reconciling the Data Skew,"[27,52]",27,"Saier, T.; Krause, J.; Faerber, M. unarXive 2022: All arXiv Publications Pre-Processed for NLP, Including Structured Full-Text and Citation Network. arXiv 2023, arXiv:2303.14957.",comparison,"This imbalance, consistent with previously collected data statistics on large-scale corpora [27,52], is problematic for standard classifiers, which are inherently biased towards majority classes, and often yield poor results on minority classes like critique.",class imbalance consistent with unarXive corpus statistics
algorithms-19-00612,algorithms-19-00612-C100,6. Reconciling the Data Skew,"[27,52]",52,"Saier, T.; Faerber, M. unarXive: A large scholarly data set with publications' full-text, annotated in-text citations, and links to metadata. Scientometrics 2020, 125, 3085-3108.",comparison,"This imbalance, consistent with previously collected data statistics on large-scale corpora [27,52], is problematic for standard classifiers, which are inherently biased towards majority classes, and often yield poor results on minority classes like critique.",class imbalance consistent with unarXive corpus statistics
algorithms-19-00612,algorithms-19-00612-C101,7. Empirical Evaluation,[53],53,"Landis, J.R.; Koch, G.G. The Measurement of Observer Agreement for Categorical Data. Biometrics 1977, 33, 159-174.",usage,"According to Landis and Koch's interpretation of kappa values [53], values greater than 0.80 indicate almost perfect agreement.",Landis & Koch kappa interpretation scale used to assess agreement
algorithms-19-00612,algorithms-19-00612-C102,7. Empirical Evaluation,[1],1,"Visser, R.; Dunaiski, M. Sentiment and intent classification of in-text citations using BERT. EPiC Ser. Comput. 2022, 85, 129-145.",comparison,"Moreover, this observation aligns with prior work demonstrating that domain-specific pretraining improves contextual understanding and lexical discrimination in scientific texts [1].",domain-specific pretraining improving scientific-text understanding
algorithms-19-00612,algorithms-19-00612-C103,7. Empirical Evaluation,[6],6,"Zheng, M.; Shen, D.; Shen, Y.; Chen, W.; Xiao, L. Improving Self-supervised Pre-training via a Fully-Explored Masked Language Model. arXiv 2020, arXiv:2010.06040.",comparison,"In addition, variance analysis across five random seeds showed minimal fluctuations, confirming that ensemble-generated labels enhance both robustness and reproducibility [6].",robustness/reproducibility of ensemble-generated labels vs. prior work
algorithms-19-00612,algorithms-19-00612-C104,7. Empirical Evaluation,[2],2,"Barchane, M.; Zahour, O. Assessing the Quality of Scientific Publications: A Thorough Analysis of Citation-Based and Content-Oriented Metrics for Evaluating Research Impact and Scholarly Contribution. Math. Model. Comput. 2025, 12, 1109-1120.",extension,"Finally, the experimental outcomes extend the conceptual framework proposed in [2] by shifting citation evaluation from purely metric-based approaches toward a discourse-aware classification paradigm.","authors' prior conceptual framework, extended by this study's results"
algorithms-19-00612,algorithms-19-00612-C105,8. Discussion,"[3,30,54]",3,"Paolini, L.; Vahdati, S.; Di Iorio, A.; Wardenga, R.; Heibi, I.; Peroni, S. ""Why do you cite?"" An investigation on Citation Intents and Decision-Making Classification Processes. arXiv 2024, arXiv:2407.13329.",background,"The observed stability of precision and recall across categories confirms that the fusion pipeline produces linguistically meaningful labels while preserving clear weight attribution in line with explainable AI principles [3,30,54].",alignment with explainable-AI principles for citation classification
algorithms-19-00612,algorithms-19-00612-C106,8. Discussion,"[3,30,54]",30,"Tsai, H.J.; Yen, A.Z.; Huang, H.H.; Chen, H.H. Citation Intent Classification and Its Supporting Evidence Extraction for Citation Graph Construction. CIKM 2023, pp. 2472-2481.",background,"The observed stability of precision and recall across categories confirms that the fusion pipeline produces linguistically meaningful labels while preserving clear weight attribution in line with explainable AI principles [3,30,54].",alignment with explainable-AI principles for citation classification
algorithms-19-00612,algorithms-19-00612-C107,8. Discussion,"[3,30,54]",54,"Paolini, L.; Vahdati, S.; Di Iorio, A.; Wardenga, R.; Heibi, I.; Peroni, S. CiteFusion: An ensemble framework for citation intent classification harnessing dual-model binary couples and SHAP analyses. Scientometrics 2025, 130, 5911-5981.",background,"The observed stability of precision and recall across categories confirms that the fusion pipeline produces linguistically meaningful labels while preserving clear weight attribution in line with explainable AI principles [3,30,54].",alignment with explainable-AI principles for citation classification
algorithms-19-00612,algorithms-19-00612-C108,8. Discussion,[1],1,"Visser, R.; Dunaiski, M. Sentiment and intent classification of in-text citations using BERT. EPiC Ser. Comput. 2022, 85, 129-145.",comparison,"However, residual confusion between comparison and critique reflects mixed rhetorical cues documented in prior studies, highlighting the need for future work on multi-label or hierarchical intent taxonomies [1].",known confusion between comparison/critique rhetorical cues
algorithms-19-00612,algorithms-19-00612-C109,8. Discussion,"[1,4,12,29]",1,"Visser, R.; Dunaiski, M. Sentiment and intent classification of in-text citations using BERT. EPiC Ser. Comput. 2022, 85, 129-145.",comparison,"Table 6 situates our SciBERT classifier within the evolution from early feature-driven baselines to domain-specialized and semi-supervised Transformer architectures [1,4,12,29].",benchmark comparison table against prior citation-intent classifiers
algorithms-19-00612,algorithms-19-00612-C110,8. Discussion,"[1,4,12,29]",4,"Cohan, A.; Ammar, W.; van Zuylen, M.; Cady, F. Structural Scaffolds for Citation Intent Classification in Scientific Publications. NAACL-HLT 2019, pp. 3586-3596.",comparison,"Table 6 situates our SciBERT classifier within the evolution from early feature-driven baselines to domain-specialized and semi-supervised Transformer architectures [1,4,12,29].",benchmark comparison table against prior citation-intent classifiers
algorithms-19-00612,algorithms-19-00612-C111,8. Discussion,"[1,4,12,29]",12,"Beltagy, I.; Lo, K.; Cohan, A. SciBERT: A Pretrained Language Model for Scientific Text. EMNLP-IJCNLP 2019, pp. 3615-3620.",comparison,"Table 6 situates our SciBERT classifier within the evolution from early feature-driven baselines to domain-specialized and semi-supervised Transformer architectures [1,4,12,29].",benchmark comparison table against prior citation-intent classifiers
algorithms-19-00612,algorithms-19-00612-C112,8. Discussion,"[1,4,12,29]",29,"Jurgens, D.; Kumar, S.; Hoover, R.; McFarland, D.; Jurafsky, D. Measuring the Evolution of a Scientific Field through Citation Frames. Trans. Assoc. Comput. Linguist. 2018, 6, 391-406.",comparison,"Table 6 situates our SciBERT classifier within the evolution from early feature-driven baselines to domain-specialized and semi-supervised Transformer architectures [1,4,12,29].",benchmark comparison table against prior citation-intent classifiers
algorithms-19-00612,algorithms-19-00612-C113,8. Discussion,"[29,12]",29,"Jurgens, D.; Kumar, S.; Hoover, R.; McFarland, D.; Jurafsky, D. Measuring the Evolution of a Scientific Field through Citation Frames. Trans. Assoc. Comput. Linguist. 2018, 6, 391-406.",comparison,"our approach attains a macro-F1 of 83%, surpassing classical systems such as Jurgens et al. (53% on ACL-ARC) and fine-tuned SciBERT on the same benchmark (70.98%), despite operating on a more fine-grained five-class taxonomy.",performance comparison vs. Jurgens et al. (ACL-ARC) and SciBERT
algorithms-19-00612,algorithms-19-00612-C114,8. Discussion,"[29,12]",12,"Beltagy, I.; Lo, K.; Cohan, A. SciBERT: A Pretrained Language Model for Scientific Text. EMNLP-IJCNLP 2019, pp. 3615-3620.",comparison,"our approach attains a macro-F1 of 83%, surpassing classical systems such as Jurgens et al. (53% on ACL-ARC) and fine-tuned SciBERT on the same benchmark (70.98%), despite operating on a more fine-grained five-class taxonomy.",performance comparison vs. Jurgens et al. (ACL-ARC) and SciBERT
algorithms-19-00612,algorithms-19-00612-C115,8. Discussion,"[1,4,12,29]",1,"Visser, R.; Dunaiski, M. Sentiment and intent classification of in-text citations using BERT. EPiC Ser. Comput. 2022, 85, 129-145.",comparison,"Although SciCite models reach 84-85% F1 on a simpler three-class setup, our results demonstrate that comparable performance is achievable on a substantially more complex intent distinction [1,4,12,29].",performance comparison vs. SciCite three-class models
algorithms-19-00612,algorithms-19-00612-C116,8. Discussion,"[1,4,12,29]",4,"Cohan, A.; Ammar, W.; van Zuylen, M.; Cady, F. Structural Scaffolds for Citation Intent Classification in Scientific Publications. NAACL-HLT 2019, pp. 3586-3596.",comparison,"Although SciCite models reach 84-85% F1 on a simpler three-class setup, our results demonstrate that comparable performance is achievable on a substantially more complex intent distinction [1,4,12,29].",performance comparison vs. SciCite three-class models
algorithms-19-00612,algorithms-19-00612-C117,8. Discussion,"[1,4,12,29]",12,"Beltagy, I.; Lo, K.; Cohan, A. SciBERT: A Pretrained Language Model for Scientific Text. EMNLP-IJCNLP 2019, pp. 3615-3620.",comparison,"Although SciCite models reach 84-85% F1 on a simpler three-class setup, our results demonstrate that comparable performance is achievable on a substantially more complex intent distinction [1,4,12,29].",performance comparison vs. SciCite three-class models
algorithms-19-00612,algorithms-19-00612-C118,8. Discussion,"[1,4,12,29]",29,"Jurgens, D.; Kumar, S.; Hoover, R.; McFarland, D.; Jurafsky, D. Measuring the Evolution of a Scientific Field through Citation Frames. Trans. Assoc. Comput. Linguist. 2018, 6, 391-406.",comparison,"Although SciCite models reach 84-85% F1 on a simpler three-class setup, our results demonstrate that comparable performance is achievable on a substantially more complex intent distinction [1,4,12,29].",performance comparison vs. SciCite three-class models
algorithms-19-00612,algorithms-19-00612-C119,8. Discussion,[18],18,"Fox, N.B.; Bruyns, B. An Evaluation of Borda Count Variations Using Ranked Choice Voting Data. arXiv 2025, arXiv:2501.00618.",methodology,"The deterministic exponential Borda weighting aggregates heterogeneous LLM preferences into a balanced training corpus, thereby prioritizing the most reliable cross-model signals [18].",Borda weighting method underlying the aggregation approach
algorithms-19-00612,algorithms-19-00612-C120,8. Discussion,"[1,12]",1,"Visser, R.; Dunaiski, M. Sentiment and intent classification of in-text citations using BERT. EPiC Ser. Comput. 2022, 85, 129-145.",comparison,"In this context, stable performance on background and critique underscores the benefits of domain-specific pretraining for scholarly discourse [1,12].",benefit of domain-specific pretraining (SciBERT) for scholarly text
algorithms-19-00612,algorithms-19-00612-C121,8. Discussion,"[1,12]",12,"Beltagy, I.; Lo, K.; Cohan, A. SciBERT: A Pretrained Language Model for Scientific Text. EMNLP-IJCNLP 2019, pp. 3615-3620.",comparison,"In this context, stable performance on background and critique underscores the benefits of domain-specific pretraining for scholarly discourse [1,12].",benefit of domain-specific pretraining (SciBERT) for scholarly text
algorithms-19-00612,algorithms-19-00612-C122,8. Discussion,[6],6,"Zheng, M.; Shen, D.; Shen, Y.; Chen, W.; Xiao, L. Improving Self-supervised Pre-training via a Fully-Explored Masked Language Model. arXiv 2020, arXiv:2010.06040.",comparison,"In summary, training SciBERT on the Borda-Fusion dataset achieves a macro-F1 of 83%, reaching strong semi-supervised benchmarks without relying on adversarial or generative strategies [6], as illustrated in Figure 10.",comparison with semi-supervised/adversarial (GAN-based) benchmarks
algorithms-19-00612,algorithms-19-00612-C123,9. Conclusions,"[18,55]",18,"Fox, N.B.; Bruyns, B. An Evaluation of Borda Count Variations Using Ranked Choice Voting Data. arXiv 2025, arXiv:2501.00618.",extension,"By providing a mathematically grounded mechanism for aggregating heterogeneous model preferences, the exponential Borda weighting extends traditional decision-making principles to multi-model reasoning [18,55].",traditional Borda/decision-making principles extended to multi-model reasoning
algorithms-19-00612,algorithms-19-00612-C124,9. Conclusions,"[18,55]",55,"Wang, H. The Fallacy of Borda Count Method-Why it is Useless with Group Intelligence and Shouldn't be Used with Big Data including Banking Customer Services. SHS Web Conf. 2023, 179, 04008.",extension,"By providing a mathematically grounded mechanism for aggregating heterogeneous model preferences, the exponential Borda weighting extends traditional decision-making principles to multi-model reasoning [18,55].",traditional Borda/decision-making principles extended to multi-model reasoning
algorithms-19-00612,algorithms-19-00612-C125,9. Conclusions,[22],22,"Bezerra, D.A.; Silva, F.N.; Amancio, D.R. Leveraging GANs for citation intent classification and its impact on citation network analysis. arXiv 2025, arXiv:2505.21162.",background,This formulation enables the proposed framework to produce intent-aware citation classifications that move beyond citation counts toward a richer interpretation of scientific influence [22].,moving beyond citation counts toward intent-aware influence measures
algorithms-19-00612,algorithms-19-00612-C126,9. Conclusions,"[17,56]",17,"Kumpulainen, M.; Seppaenen, M. Combining Web of Science and Scopus datasets in citation-based literature study. Scientometrics 2022, 127, 5613-5631.",background,"Furthermore, the framework aligns with the principles of transparency, reproducibility, and interoperability advocated by open science initiatives, ensuring that each classification remains traceable to verifiable textual evidence [17,56].",open-science principles of transparency and reproducibility
algorithms-19-00612,algorithms-19-00612-C127,9. Conclusions,"[17,56]",56,"Cousijn, H.; Feeney, P.; Lowenberg, D.; Presani, E.; Simons, N. Bringing Citations and Usage Metrics Together to Make Data Count. Data Sci. J. 2019, 18, 9.",background,"Furthermore, the framework aligns with the principles of transparency, reproducibility, and interoperability advocated by open science initiatives, ensuring that each classification remains traceable to verifiable textual evidence [17,56].",open-science principles of transparency and reproducibility
algorithms-19-00612,algorithms-19-00612-C128,9. Conclusions,"[22,25]",22,"Bezerra, D.A.; Silva, F.N.; Amancio, D.R. Leveraging GANs for citation intent classification and its impact on citation network analysis. arXiv 2025, arXiv:2505.21162.",background,"The proposed framework is applicable to several research scenarios, including intent-aware bibliometric analysis, scientific recommendation systems, digital libraries, and systematic literature reviews, where distinguishing citation functions can provide a more informative assessment of scientific influence than citation counts alone [22,25].","application scenarios: bibliometrics, recommendation, digital libraries, reviews"
algorithms-19-00612,algorithms-19-00612-C129,9. Conclusions,"[22,25]",25,"Smeros, P.; Castillo, C.; Aberer, K. SciLens: Evaluating the Quality of Scientific News Articles Using Social Media and Scientific Literature Indicators. WWW 2019, pp. 1747-1758.",background,"The proposed framework is applicable to several research scenarios, including intent-aware bibliometric analysis, scientific recommendation systems, digital libraries, and systematic literature reviews, where distinguishing citation functions can provide a more informative assessment of scientific influence than citation counts alone [22,25].","application scenarios: bibliometrics, recommendation, digital libraries, reviews"
